#proteinId	gotermId	goName	gotermType	goAcc
44314	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
44314	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
44314	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
44314	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
44314	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
44314	3067	atypical protein kinase C activity	molecular_function	GO:0004700
44314	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
44314	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
44314	3071	JUN kinase activity	molecular_function	GO:0004705
44314	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
44314	3074	MAP kinase kinase activity	molecular_function	GO:0004708
44314	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
44314	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
44314	3084	Janus kinase activity	molecular_function	GO:0004718
44314	6004	MAP kinase 1 activity	molecular_function	GO:0008338
44314	6005	MP kinase activity	molecular_function	GO:0008339
44314	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
44314	6196	JUN kinase kinase activity	molecular_function	GO:0008545
44314	10102	MAP kinase 2 activity	molecular_function	GO:0016908
44314	10103	SAP kinase activity	molecular_function	GO:0016909
44314	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
44314	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
44314	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
44317	4639	proteolysis	biological_process	GO:0006508
44317	5905	peptidase activity	molecular_function	GO:0008233
44322	162	nucleotide binding	molecular_function	GO:0000166
44322	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
44322	3736	ATP binding	molecular_function	GO:0005524
44322	6215	microtubule-severing ATPase activity	molecular_function	GO:0008568
44326	2682	serine-type endopeptidase activity	molecular_function	GO:0004252
44326	4639	proteolysis	biological_process	GO:0006508
44326	3724	calcium ion binding	molecular_function	GO:0005509
44326	2290	catalytic activity	molecular_function	GO:0003824
44336	9350	carbohydrate biosynthetic process	biological_process	GO:0016051
44336	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
44342	2972	peptide alpha-N-acetyltransferase activity	molecular_function	GO:0004596
44346	2227	structural constituent of ribosome	molecular_function	GO:0003735
44346	3827	intracellular	cellular_component	GO:0005622
44346	4025	ribosome	cellular_component	GO:0005840
44346	4556	translation	biological_process	GO:0006412
44358	8403	protein disulfide oxidoreductase activity	molecular_function	GO:0015035
44358	13177	outer membrane-bounded periplasmic space	cellular_component	GO:0030288
44358	2770	glutathione transferase activity	molecular_function	GO:0004364
44372	2176	DNA binding	molecular_function	GO:0003677
44372	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
44372	3736	ATP binding	molecular_function	GO:0005524
44372	3838	nucleus	cellular_component	GO:0005634
44372	4448	nucleotide-excision repair	biological_process	GO:0006289
44372	10013	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
44372	2175	nucleic acid binding	molecular_function	GO:0003676
44372	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
44372	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
44372	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
44372	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
44372	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
44372	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
44372	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
44372	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
44372	9684	pyrophosphatase activity	molecular_function	GO:0016462
44372	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
44372	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
44372	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
44374	8984	oxygen transport	biological_process	GO:0015671
44374	12074	oxygen binding	molecular_function	GO:0019825
44376	12906	metal ion transport	biological_process	GO:0030001
44376	21295	metal ion binding	molecular_function	GO:0046872
44381	3546	transporter activity	molecular_function	GO:0005215
44381	4927	transport	biological_process	GO:0006810
44381	9321	integral to membrane	cellular_component	GO:0016021
44382	3043	protein kinase activity	molecular_function	GO:0004672
44382	3736	ATP binding	molecular_function	GO:0005524
44382	4602	protein amino acid phosphorylation	biological_process	GO:0006468
44388	2175	nucleic acid binding	molecular_function	GO:0003676
44388	3736	ATP binding	molecular_function	GO:0005524
44388	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
44388	2792	helicase activity	molecular_function	GO:0004386
44388	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
44388	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
44388	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
44388	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
44388	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
44388	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
44388	9684	pyrophosphatase activity	molecular_function	GO:0016462
44388	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
44388	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
44388	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
44390	3721	iron ion binding	molecular_function	GO:0005506
44390	9506	iron-sulfur cluster assembly	biological_process	GO:0016226
44390	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
44397	3227	cysteine protease inhibitor activity	molecular_function	GO:0004869
44397	3546	transporter activity	molecular_function	GO:0005215
44397	3708	binding	molecular_function	GO:0005488
44397	4927	transport	biological_process	GO:0006810
44404	2175	nucleic acid binding	molecular_function	GO:0003676
44404	2792	helicase activity	molecular_function	GO:0004386
44404	3736	ATP binding	molecular_function	GO:0005524
44404	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
44404	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
44404	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
44404	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
44404	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
44404	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
44404	10082	ATPase activity	molecular_function	GO:0016887
44404	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
44404	18132	ATPase activity, coupled	molecular_function	GO:0042623
44404	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
44404	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
44404	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
44409	19912	cell redox homeostasis	biological_process	GO:0045454
44409	3151	thioredoxin-disulfide reductase activity	molecular_function	GO:0004791
44413	9985	hydrolase activity	molecular_function	GO:0016787
44413	21785	acylglycerol lipase activity	molecular_function	GO:0047372
44415	5830	metabolic process	biological_process	GO:0008152
44415	9985	hydrolase activity	molecular_function	GO:0016787
44415	2290	catalytic activity	molecular_function	GO:0003824
44415	888	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	molecular_function	GO:0001668
44415	5817	protein tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0008138
44415	5996	protein tyrosine/threonine phosphatase activity	molecular_function	GO:0008330
44415	6224	JUN kinase phosphatase activity	molecular_function	GO:0008579
44415	6581	phosphohistidine phosphatase activity	molecular_function	GO:0008969
44415	9583	inositol bisphosphate phosphatase activity	molecular_function	GO:0016312
44415	10185	MAP kinase tyrosine/serine/threonine phosphatase activity	molecular_function	GO:0017017
44415	10316	inositol-1,3,4-trisphosphate 4-phosphatase activity	molecular_function	GO:0017161
44415	11454	alpha-ribazole-5'-P phosphatase activity	molecular_function	GO:0019175
44415	11457	NADP phosphatase activity	molecular_function	GO:0019178
44415	11471	transmembrane receptor protein phosphatase activity	molecular_function	GO:0019198
44415	13238	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	molecular_function	GO:0030351
44415	13239	inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity	molecular_function	GO:0030352
44415	19191	5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity	molecular_function	GO:0043726
44415	19276	phosphatidylinositol-4-phosphate phosphatase activity	molecular_function	GO:0043812
44415	19277	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	molecular_function	GO:0043813
44417	2227	structural constituent of ribosome	molecular_function	GO:0003735
44417	3827	intracellular	cellular_component	GO:0005622
44417	4025	ribosome	cellular_component	GO:0005840
44417	4556	translation	biological_process	GO:0006412
44425	5721	tRNA processing	biological_process	GO:0008033
44425	10306	tRNA dihydrouridine synthase activity	molecular_function	GO:0017150
44425	23919	FAD binding	molecular_function	GO:0050660
44425	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
44425	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
44425	19347	malolactic enzyme activity	molecular_function	GO:0043883
44425	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
44428	4513	rRNA processing	biological_process	GO:0006364
44428	14875	small subunit processome	cellular_component	GO:0032040
44432	2290	catalytic activity	molecular_function	GO:0003824
44432	5830	metabolic process	biological_process	GO:0008152
44432	2722	3-oxoacyl-[acyl-carrier-protein] synthase activity	molecular_function	GO:0004315
44436	3736	ATP binding	molecular_function	GO:0005524
44436	10082	ATPase activity	molecular_function	GO:0016887
44436	162	nucleotide binding	molecular_function	GO:0000166
44436	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
44437	9985	hydrolase activity	molecular_function	GO:0016787
44455	2196	transcription factor activity	molecular_function	GO:0003700
44455	3838	nucleus	cellular_component	GO:0005634
44455	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
44455	2176	DNA binding	molecular_function	GO:0003677
44457	2321	3-dehydroquinate dehydratase activity	molecular_function	GO:0003855
44457	6682	aromatic amino acid family biosynthetic process	biological_process	GO:0009073
44459	6773	purine ribonucleoside monophosphate biosynthetic process	biological_process	GO:0009168
44459	11509	deaminase activity	molecular_function	GO:0019239
44467	4591	protein folding	biological_process	GO:0006457
44467	24336	unfolded protein binding	molecular_function	GO:0051082
44467	3736	ATP binding	molecular_function	GO:0005524
44467	2290	catalytic activity	molecular_function	GO:0003824
44467	5830	metabolic process	biological_process	GO:0008152
44467	2237	chaperonin ATPase activity	molecular_function	GO:0003763
44467	9687	chaperonin ATPase complex	cellular_component	GO:0016465
44474	3736	ATP binding	molecular_function	GO:0005524
44474	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
44474	11478	nucleobase, nucleoside, nucleotide kinase activity	molecular_function	GO:0019205
44474	9974	phosphotransferase activity, phosphate group as acceptor	molecular_function	GO:0016776
44474	11474	nucleotide kinase activity	molecular_function	GO:0019201
44474	2461	adenylate kinase activity	molecular_function	GO:0004017
44474	21322	nucleoside triphosphate adenylate kinase activity	molecular_function	GO:0046899
44483	3737	GTP binding	molecular_function	GO:0005525
44483	2378	GTPase activity	molecular_function	GO:0003924
