protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
A0A6S8B4N1,tr|A0A6S8B4N1|A0A6S8B4N1_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4170 PE=4 SV=1,157489.3231,205948.5124,79786.30311,139992.5861,195497.3147,72210.47716,169290.1042,208838.4929,65029.83024,119655.8758,157421.3335,62265.27346,126290.5496,173540,66075.77536
A0A6S8B4U2,tr|A0A6S8B4U2|A0A6S8B4U2_9STRA Orotate phosphoribosyltransferase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_1193 PE=3 SV=1,2833892.339,2558916.233,2925399.469,2975071.5,2597712.375,3023132.076,2761086.019,2525842.433,2784955.013,2754810.83,2542449.868,2837569.582,2654620.381,2551400,2726603.23
A0A6S8B4U8,tr|A0A6S8B4U8|A0A6S8B4U8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3955 PE=4 SV=1,34632.28415,84186.40629,126310.9197,26312.17001,78529.31535,122835.7146,22228.81753,80868.61126,116767.4871,28427.09834,82353.98831,123156.3329,31550.71001,88968,135088.5172
A0A6S8B4W9,tr|A0A6S8B4W9|A0A6S8B4W9_9STRA Phosphoglycerate dehydrogenase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3961 PE=3 SV=1,4651278.04,4292606.561,4172514.199,5948883.25,5746242.742,5776119.064,5684669.486,5318266.588,5314665.972,5554271.552,5168729.291,4971857.764,5388460.504,4984000,4800865.623
A0A6S8B4X6,tr|A0A6S8B4X6|A0A6S8B4X6_9STRA Cytochrome c heme lyase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3963 PE=3 SV=1,202015.3,357639.2569,511902.3687,241574.2483,443613.7097,677124.5358,243899.678,453024.2496,705347.9858,222881.7584,403169.3816,577461.7666,240481.6752,426100,584336.9318
A0A6S8B4X9,tr|A0A6S8B4X9|A0A6S8B4X9_9STRA F-actin-capping protein subunit beta OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_1195 PE=3 SV=1,803385.7273,689801.0361,513354.3487,720691.5448,592167.3458,475102.9917,838747.7911,722831.687,498010.0275,773931.4731,668854.1494,528111.6729,795233.5204,721880,491655.3447
A0A6S8B520,tr|A0A6S8B520|A0A6S8B520_9STRA UBC core domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3708 PE=3 SV=1,336748.4758,287144.2504,304484.7515,345303.2117,263855.4997,308389.6743,399324.8684,376982.5886,394091.7186,426228.4592,384600.4618,396941.1183,449275.4536,400240,413025.8286
A0A6S8BLZ9,tr|A0A6S8BLZ9|A0A6S8BLZ9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4200 PE=4 SV=1;tr|A0A6S8B524|A0A6S8B524_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4201 PE=4 SV=1,1251533.609,1558240.332,914407.1163,1383320.065,1609584.423,1002760.829,1646958.781,1953737.911,1286657.334,2139050.872,2370645.911,1570373.977,2011641.695,2221200,1450336.108
A0A6S8B545,tr|A0A6S8B545|A0A6S8B545_9STRA Isocitrate lyase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3995 PE=3 SV=1,5334943.328,5167756.485,4851201.431,4517120.07,4477081.066,4091128.029,4011614.623,4134147.78,3710374.168,3688081.136,3815643.605,3311004.561,4018448.117,4171900,3728992.262
A0A6S8B563,tr|A0A6S8B563|A0A6S8B563_9STRA Isoleucyl-tRNA synthetase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_1214 PE=3 SV=1,373612.7806,275383.946,462444.2986,391444.4199,299772.6839,543454.2533,410377.3263,338806.7687,654832.6244,412903.5304,333193.9824,607974.1829,383307.7295,291960,571836.9161
A0A6S8B591,tr|A0A6S8B591|A0A6S8B591_9STRA 3-oxoacyl-[acyl-carrier-protein] synthase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3097 PE=3 SV=1,459035.5213,320611.4803,161839.0563,475023.1088,325382.9335,146841.9529,554486.905,386272.2641,170228.4182,560388.2544,385191.1027,169940.4163,531986.7115,357360,156017.3877
A0A6S8B5B1,tr|A0A6S8B5B1|A0A6S8B5B1_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_1934 PE=4 SV=1,692111.6545,384749.0495,531549.4736,460839.4686,224381.0549,345555.5979,388020.2214,152228.6245,303486.4572,396531.9031,155203.8398,301804.1585,398758.1092,156820,313992.7531
A0A6S8B5C1,tr|A0A6S8B5C1|A0A6S8B5C1_9STRA DNA_MISMATCH_REPAIR_2 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_1228 PE=4 SV=1,329103.1514,252856.0902,113114.9168,339783.2161,300512.5131,148963.3229,420404.5811,393469.5831,186289.891,392119.4431,338965.6834,182490.7605,426217.9545,341780,202602.9285
A0A6S8B5E6,tr|A0A6S8B5E6|A0A6S8B5E6_9STRA Phospholipase B-like OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4219 PE=3 SV=1,819025.1293,794211.9204,1058130.453,715881.5901,698429.1055,947269.6237,802838.2674,840139.2684,998246.6273,724612.3106,806784.3344,978926.8462,763185.7895,826940,1018757.248
A0A6S8B5G9,tr|A0A6S8B5G9|A0A6S8B5G9_9STRA CHK domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4222 PE=3 SV=1,416509.4261,574469.8691,523881.204,415522.8241,615699.993,570612.5838,453397.484,715489.0654,635686.421,451559.248,655248.6852,640724.2574,422164.1976,661360,607796.8467
A0A6S8B5H2,tr|A0A6S8B5H2|A0A6S8B5H2_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4216 PE=4 SV=1,317539.8026,437670.4192,436172.5348,313568.963,435820.1672,409400.4463,335181.139,462488.2882,449779.2221,375420.9669,490853.6447,505613.4784,404965.2487,529070,533990.6413
A0A6S8B5I5,tr|A0A6S8B5I5|A0A6S8B5I5_9STRA Transcription initiation factor IIF subunit alpha OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3119 PE=3 SV=1,575551.7908,545250.4765,609831.6161,578168.0063,576347.1639,632803.4827,698728.0605,680461.4672,666707.6772,664495.4617,649249.0175,656241.931,679917.9131,658840,637847.0276
A0A6S8B5I7,tr|A0A6S8B5I7|A0A6S8B5I7_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3730 PE=4 SV=1,158917.0316,221651.1916,281729.5018,138360.6372,202013.8919,250717.1737,165858.1406,222157.8921,265182.4538,143976.935,206485.9738,232205.6898,170477.0615,233320,285506.5664
A0A6S8B5Q6,tr|A0A6S8B5Q6|A0A6S8B5Q6_9STRA CCT-theta OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3982 PE=3 SV=1,2912470.798,3184446.06,3434613.406,2301047.968,2463124.281,2614558.604,2015538.518,2190484.178,2352512.905,1947260.614,2074185.646,2248116.885,2035536.933,2210100,2346588.427
A0A6S8B5R3,tr|A0A6S8B5R3|A0A6S8B5R3_9STRA S4 RNA-binding domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4239 PE=3 SV=1,857714.9392,707031.0275,1116016.813,704658.3625,581890.8151,920063.3527,526987.3369,522023.5809,693322.1754,527802.5876,523048.7528,700034.3626,622119.5492,593380,800968.0537
A0A6S8B5S0,tr|A0A6S8B5S0|A0A6S8B5S0_9STRA Methyltransf_25 domain-containing protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4241 PE=4 SV=1;tr|A0A6S8BAD0|A0A6S8BAD0_9STRA Methyltransf_25 domain-containing protein OS=Aurantiochytrium limacinum OX,690204.4104,398943.5078,298937.734,817978.6046,464227.579,395245.9943,886992.6474,489679.2362,419882.8489,912200.2258,489910.6917,435662.3353,858316.9487,467710,425000.5332
A0A6S8B5V1,tr|A0A6S8B5V1|A0A6S8B5V1_9STRA RRM domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4035 PE=4 SV=1,295753.6252,517558.3961,537538.8912,426551.363,774874.7377,811010.5507,341858.6657,645240.1323,668052.898,328745.7785,647155.8692,664912.8568,322737.518,616080,659122.126
A0A6S8B5Y5,tr|A0A6S8B5Y5|A0A6S8B5Y5_9STRA PPM-type phosphatase domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3159 PE=4 SV=1,13247.17292,130527.9239,64657.35172,15027.67273,123906.1778,62788.95747,13035.43122,123574.9642,73388.75414,14272.20687,126863.4404,74966.41636,14822.91893,135190,73880.22641
A0A6S8B5Z6,tr|A0A6S8B5Z6|A0A6S8B5Z6_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4042 PE=4 SV=1,286778.6792,346862.1597,317507.1974,370933.3988,454174.0105,442179.8082,370120.2832,435713.874,439504.5182,392592.2067,463248.9558,495094.0523,394535.6801,439670,442037.3264
A0A6S8B602,tr|A0A6S8B602|A0A6S8B602_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_1969 PE=4 SV=1,980759.433,924386.6534,995729.3421,936967.7218,892842.0132,949175.2612,894284.1996,881230.8259,1004752.394,924398.6932,906457.5708,1014814.507,916790.0017,893400,1045691.379
A0A6S8B652,tr|A0A6S8B652|A0A6S8B652_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3996 PE=4 SV=1,59162.71343,25835.44143,107707.4255,49961.11391,38050.52712,96972.97788,45293.14825,28487.0467,115562.5867,48814.88136,32298.72937,125041.3167,46574.91117,31999,118530.4735
A0A6S8B678,tr|A0A6S8B678|A0A6S8B678_9STRA HABP4_PAI-RBP1 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3184 PE=4 SV=1,1541216.749,2017197.666,1548514.024,1973455.697,2678384.154,2220607.005,2622272.41,3641475.312,2931421.729,2331716.618,3162933.639,2664029.454,2323235.598,3149000,2681116.067
A0A6S8B679,tr|A0A6S8B679|A0A6S8B679_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4053 PE=4 SV=1,122957.3055,271670.6681,115058.0744,162387.5061,300958.4375,106124.8319,141971.4543,309765.635,111996.5919,151722.0863,304003.8891,114157.0551,122652.851,288060,114725.5499
A0A6S8B693,tr|A0A6S8B693|A0A6S8B693_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4021 PE=4 SV=1,144291.1936,163651.5086,141692.8333,153529.1729,164596.7801,179705.2107,155759.615,164589.027,185153.4114,148570.3292,159504.1197,159420.9902,141302.3815,174340,156148.7155
A0A6S8B6A5,tr|A0A6S8B6A5|A0A6S8B6A5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3776 PE=3 SV=1,244628.5835,149409.3217,365796.8773,265206.0138,159296.3605,404306.7612,233335.1509,118624.9911,285221.6055,219286.4206,112294.2991,266135.3993,236928.3127,122900,293410.1103
A0A6S8B6C7,tr|A0A6S8B6C7|A0A6S8B6C7_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3194 PE=4 SV=1,42296.68098,7855.253319,3846.726178,37979.17321,6218.010497,3467.900675,33349.2569,5533.604947,2439.720324,36106.87988,5401.773379,2471.639488,39496.29832,8976.4,3475.290893
A0A6S8B6F0,tr|A0A6S8B6F0|A0A6S8B6F0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4034 PE=4 SV=1,371378.5803,367013.1358,272643.283,382603.2651,366914.7114,306867.5613,421512.0199,449052.6469,330854.743,427798.5012,445612.6269,352370.3708,429956.8564,423370,368696.7377
A0A6S8B6I7,tr|A0A6S8B6I7|A0A6S8B6I7_9STRA NEDD8-activating enzyme E1 regulatory subunit OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3202 PE=3 SV=1;tr|A0A6S8AQS5|A0A6S8AQS5_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3203 ,314450.0671,674050.6284,418862.2103,300192.708,645556.6591,404330.7315,285346.3954,677197.0035,393523.4788,270438.2716,625322.8815,357259.1677,273029.8005,622300,384097.9031
A0A6S8B6K7,tr|A0A6S8B6K7|A0A6S8B6K7_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4063 PE=4 SV=1,432606.5667,541985.8465,500014.2821,381280.5276,502475.7317,470548.638,456456.6465,588320.2851,534481.7473,452528.1215,579563.7576,557918.7404,450748.5247,557030,568350.7609
A0A6S8B6L2,tr|A0A6S8B6L2|A0A6S8B6L2_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3206 PE=4 SV=1,61723.86986,200182.9087,89998.94083,80326.24337,245511.7911,110934.4691,78880.34002,253485.1191,124316.9592,83457.3615,256628.2745,142261.5564,77156.31788,242580,131841.1396
A0A6S8B6P4,tr|A0A6S8B6P4|A0A6S8B6P4_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4290 PE=4 SV=1,487584.2415,153504.4277,114717.7666,389027.9903,205165.7667,114012.2535,471549.6112,174692.3967,145191.0754,426485.269,167607.2979,135949.9008,468239.8389,172560,145260.4497
A0A6S8BE89,tr|A0A6S8BE89|A0A6S8BE89_9STRA AMP-binding domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4283 PE=4 SV=1;tr|A0A6S8B6Q4|A0A6S8B6Q4_9STRA AMP-binding domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028,2533474.139,2692078.771,2406316.606,2026937.812,2069595.99,1830011.246,1626235.422,1615473.605,1365051.237,1573310.467,1589652.895,1279721.626,1694144.262,1718700,1364853.67
A0A6S8B6R8,tr|A0A6S8B6R8|A0A6S8B6R8_9STRA RanBD1 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4286 PE=4 SV=1,1890078.95,1636419.629,2134297.22,2199237.26,1905820.116,2680117.328,2188287.998,1951219.334,2762689.289,2349518.209,2120193.461,2968910.393,2014228.003,1791100,2505853.192
A0A6S8B6U3,tr|A0A6S8B6U3|A0A6S8B6U3_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4300 PE=3 SV=1,183106.3366,174419.06,169983.7568,203323.6562,190247.5683,216691.3572,194278.7468,164259.6746,185918.7956,174624.8548,153162.502,176179.1048,175812.7275,161250,160291.5096
A0A6S8B6Z8,tr|A0A6S8B6Z8|A0A6S8B6Z8_9STRA V-SNARE domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4068 PE=3 SV=1,125714.6356,75163.80912,47484.28469,107874.6863,58861.00852,49100.72744,100749.5141,56301.827,54606.68818,94459.32852,53841.57774,48178.97146,97143.98166,56770,45825.03362
A0A6S8B716,tr|A0A6S8B716|A0A6S8B716_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4314 PE=3 SV=1,3734874.474,4226645.763,4101049.557,3397202.286,3970247.437,3748113.282,2568271.065,2928911.671,2545250.578,2372397.631,2759018.185,2364256.214,2465257.648,2722100,2413684.977
A0A6S8B733,tr|A0A6S8B733|A0A6S8B733_9STRA Biotin synthase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_2017 PE=3 SV=1,668679.7979,482096.1146,767915.9428,839222.5711,625773.8308,1096292.872,1096583.654,816542.1364,1419787.809,1258309.851,1009643.566,1712903.08,1186440.734,969690,1674787.202
A0A6S8B752,tr|A0A6S8B752|A0A6S8B752_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3831 PE=4 SV=1,126559.2723,350374.9779,195450.1255,149790.0057,351206.0106,201530.1533,126231.57,296523.7305,175702.0754,142652.0297,281331.5696,170536.3144,149668.526,293800,164517.876
A0A6S8B758,tr|A0A6S8B758|A0A6S8B758_9STRA CIA30 domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4082 PE=3 SV=1,326127.8506,289578.4043,181542.8792,354172.9972,361563.6185,213599.1907,365635.7045,363789.1183,228304.8484,394915.1684,396672.3321,251262.2686,386276.3614,379450,238777.759
A0A6S8B780,tr|A0A6S8B780|A0A6S8B780_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4318 PE=4 SV=1,1622519.842,1418968.546,1585721.012,1618607.015,1381250.857,1648076.799,1732703.049,1509693.359,1801900.104,1901851.965,1702703.629,2072509.356,1898237.706,1700300,2009076.064
A0A6S8B793,tr|A0A6S8B793|A0A6S8B793_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4321 PE=4 SV=1;tr|A0A6S8CQJ7|A0A6S8CQJ7_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4322 PE=4 SV=1,237697.1134,287392.4386,320762.8089,268584.4344,327642.9595,350229.8031,336019.9416,389178.3149,399542.1823,299381.9079,349794.0993,358888.7666,320066.8737,362780,370415.9375
A0A6S8B7C3,tr|A0A6S8B7C3|A0A6S8B7C3_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4330 PE=3 SV=1;tr|A0A6S8CQP3|A0A6S8CQP3_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4331 PE=3 SV=1,329942.3389,317652.3128,199272.9167,349282.8766,312542.3374,187195.9241,385322.8953,352223.0363,207685.8602,425061.1417,387056.2843,222513.2243,394687.4852,379350,211580.9723
A0A6S8B7E1,tr|A0A6S8B7E1|A0A6S8B7E1_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4335 PE=4 SV=1,552773.8464,508337.2483,608220.8257,511704.7395,482875.327,585857.6837,545002.4048,497825.8651,728216.7398,494720.8109,442711.2332,576768.579,492899.7245,445300,581256.6987
A0A6S8B7E8,tr|A0A6S8B7E8|A0A6S8B7E8_9STRA ATP-grasp domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4337 PE=4 SV=1,1109253.196,1052604.518,1456971.22,1363335.849,1403344.384,1974552.052,1219553.214,1289995.923,1760847.675,1294671.79,1340962.005,1820529.578,1242327.479,1231000,1727079.531
A0A6S8B7F8,tr|A0A6S8B7F8|A0A6S8B7F8_9STRA V-type proton ATPase subunit F OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_1359 PE=3 SV=1,760881.4292,340590.6338,772816.3754,720748.8061,362414.9287,804442.6932,722028.1332,317321.3669,810263.6135,816071.6333,374714.9989,883570.9851,882155.9626,414880,940605.2872
A0A6S8B7J8,tr|A0A6S8B7J8|A0A6S8B7J8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4107 PE=3 SV=1,1472501.467,1212495.02,1580616.395,1584021.151,1353988.66,1765531.185,1627934.957,1423480.52,1922622.077,1665236.716,1492456.205,1906144.329,1541608.307,1373000,1770178.916
A0A6S8B7K3,tr|A0A6S8B7K3|A0A6S8B7K3_9STRA 60S ribosomal protein L27 OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4108 PE=3 SV=1,3309668.014,3089179.958,2960678.047,2414482.733,2207731.21,2071631.697,1942951.939,1822481.286,1630732.351,1899809.159,1710267.977,1540579.071,2091423.677,1899700,1661415.647
A0A6S8B7L0,tr|A0A6S8B7L0|A0A6S8B7L0_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4353 PE=3 SV=1,1308696.441,1510607.281,1141392.433,1479404.636,1727146.313,1400224.074,1142690.386,1369040.503,1082624.444,1066111.032,1247288.436,1005462.555,1090297.542,1285300,1003869.454
A0A6S8B7M9,tr|A0A6S8B7M9|A0A6S8B7M9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3872 PE=3 SV=1,72093.82875,197844.2118,207757.925,82399.10479,186061.9596,200079.9511,65086.69702,145893.4339,175191.8192,66035.14847,159607.7409,177504.6741,63089.05071,156920,172290.092
A0A6S8B7N6,tr|A0A6S8B7N6|A0A6S8B7N6_9STRA Proliferating cell nuclear antigen OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4117 PE=3 SV=1,1150831.118,1274446.623,1048159.434,1364652.86,1532257.077,1370740.626,1821024.03,1962262.327,1857680.381,1755353.624,1954399.534,1860175.045,1606490.906,1739500,1638731.76
A0A6S8B7T0,tr|A0A6S8B7T0|A0A6S8B7T0_9STRA PKS_AT domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_2060 PE=4 SV=1,403959.7596,760735.1448,417364.8559,416942.9059,734478.0401,411354.0244,462185.7231,796626.002,440037.9679,493979.5643,810089.8508,501855.6719,471945.0064,811700,462858.7469
A0A6S8B829,tr|A0A6S8B829|A0A6S8B829_9STRA Thioredoxin domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3902 PE=4 SV=1,33576.76074,323647.0134,184651.0239,36094.70167,295303.3052,158587.3915,26039.61294,284783.2855,163270.3795,22083.89529,239758.7425,141471.0793,25653.36527,271160,156638.2099
A0A6S8B840,tr|A0A6S8B840|A0A6S8B840_9STRA Uncharacterized protein (Fragment) OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3904 PE=4 SV=1,770744.6061,801304.3767,647639.8151,731914.7724,750713.7425,578870.3463,601909.4058,633296.2637,467858.5262,693853.4957,740684.3682,559596.9841,813787.4699,877230,743768.8415
A0A6S8B853,tr|A0A6S8B853|A0A6S8B853_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4148 PE=3 SV=1,222537.2471,79828.7935,237194.5516,283083.0121,106444.1833,292197.7482,285011.9708,106952.354,298569.4432,268377.9562,103324.8476,265320.5998,268531.8734,117810,277674.6559
A0A6S8B888,tr|A0A6S8B888|A0A6S8B888_9STRA Branchpoint-bridging protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3327 PE=3 SV=1,33226.37275,78385.48341,123543.0828,29924.78955,86452.58132,153206.063,29634.95121,73998.70732,130660.3712,27764.64568,66970.38432,121124.1987,27748.27484,70030,121299.1016
A0A6S8B890,tr|A0A6S8B890|A0A6S8B890_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_1404 PE=4 SV=1,736741.1676,814296.0766,754723.3429,725902.329,827058.0282,776253.6406,898012.2112,967085.2515,950108.5958,868542.5529,981696.9272,959383.82,916283.9849,1015900,1006496.01
A0A6S8B8B9,tr|A0A6S8B8B9|A0A6S8B8B9_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4406 PE=4 SV=1,63821.83842,25781.03093,56501.3076,51105.76861,10592.73164,26666.9397,103753.8528,27944.5839,33439.1746,65229.69943,11541.32973,26040.74806,66529.96498,14679,27637.33172
A0A6S8B8C8,tr|A0A6S8B8C8|A0A6S8B8C8_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3336 PE=3 SV=1,712382.9352,662977.6145,865799.8158,583207.0065,553574.6151,690727.6713,584091.7032,559066.041,615566.0923,508034.0665,495537.3231,537937.9114,513117.9071,508750,561473.9614
A0A6S8B8D6,tr|A0A6S8B8D6|A0A6S8B8D6_9STRA Uncharacterized protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4408 PE=3 SV=1,686989.3417,399773.9838,591012.5936,778296.4783,465656.564,706847.6865,813474.0653,497331.8365,698320.3666,810410.1436,503339.9998,736250.3752,791354.0583,457740,713145.5939
A0A6S8B8H5,tr|A0A6S8B8H5|A0A6S8B8H5_9STRA PALP domain-containing protein OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_3924 PE=4 SV=1,177913.1833,261084.485,184503.5572,168909.5756,221259.584,169541.8108,184421.4455,243468.9309,196900.9002,171659.8685,213169.5414,178587.0197,185680.0552,233990,180360.7803
A0A6S8B8L7,tr|A0A6S8B8L7|A0A6S8B8L7_9STRA 6-phosphogluconolactonase OS=Aurantiochytrium limacinum OX=87102 GN=ALIM00028_4175 PE=3 SV=1,1329948.59,1290865.23,960870.4776,1266163.311,1242608.904,900359.7802,1303323.828,1326709.03,953645.5989,1455819.965,1548826.14,1139345.054,1617960.621,1723600,1373091.503
