#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
119640	119640	KOG3450	Huntingtin interacting protein HYPK	General function prediction only 	POORLY CHARACTERIZED
46348	46348	KOG2873	Ubiquinol cytochrome c reductase assembly protein CBP3	Energy production and conversion 	METABOLISM
42510	42510	KOG2872	Uroporphyrinogen decarboxylase	Coenzyme transport and metabolism 	METABOLISM
6605	6605	KOG2871	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
83685	83685	KOG2871	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
137813	137813	KOG2871	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
139252	139252	KOG2869	Meiotic cell division protein Pelota/DOM34	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
48390	48390	KOG0659	"Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
56790	56790	KOG0659	"Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
136182	136182	KOG0659	"Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
41837	41837	KOG2866	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
74860	74860	KOG2865	"NADH:ubiquinone oxidoreductase, NDUFA9/39kDa subunit"	Energy production and conversion 	METABOLISM
53295	53295	KOG2864	Nuclear division RFT1 protein	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
54215	54215	KOG2863	RNA lariat debranching enzyme	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
42238	42238	KOG2862	Alanine-glyoxylate aminotransferase AGT1	General function prediction only 	POORLY CHARACTERIZED
41996	41996	KOG2861	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
75103	75103	KOG2861	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
130785	130785	KOG2859	"DNA repair protein, member of the recA/RAD51 family"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
42701	42701	KOG2858	Uncharacterized conserved protein	General function prediction only 	POORLY CHARACTERIZED
67677	67677	KOG2855	Ribokinase	Carbohydrate transport and metabolism 	METABOLISM
69267	69267	KOG2855	Ribokinase	Carbohydrate transport and metabolism 	METABOLISM
124817	124817	KOG2854	Possible pfkB family carbohydrate kinase	Carbohydrate transport and metabolism 	METABOLISM
136746	136746	KOG2854	Possible pfkB family carbohydrate kinase	Carbohydrate transport and metabolism 	METABOLISM
137221	137221	KOG2854	Possible pfkB family carbohydrate kinase	Carbohydrate transport and metabolism 	METABOLISM
63196	63196	KOG2852	Possible oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
120806	120806	KOG2852	Possible oxidoreductase	General function prediction only 	POORLY CHARACTERIZED
81999	81999	KOG2851	"Eukaryotic-type DNA primase, catalytic (small) subunit"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
45549	45549	KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid transport and metabolism 	METABOLISM
46600	46600	KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid transport and metabolism 	METABOLISM
50563	50563	KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid transport and metabolism 	METABOLISM
64319	64319	KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid transport and metabolism 	METABOLISM
66957	66957	KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid transport and metabolism 	METABOLISM
138537	138537	KOG2845	Activating signal cointegrator 1	Transcription 	INFORMATION STORAGE AND PROCESSING
10620	10620	KOG2844	Dimethylglycine dehydrogenase precursor	Amino acid transport and metabolism 	METABOLISM
48519	48519	KOG2844	Dimethylglycine dehydrogenase precursor	Amino acid transport and metabolism 	METABOLISM
85288	85288	KOG2844	Dimethylglycine dehydrogenase precursor	Amino acid transport and metabolism 	METABOLISM
142919	142919	KOG2844	Dimethylglycine dehydrogenase precursor	Amino acid transport and metabolism 	METABOLISM
141086	141086	KOG2843	Fumarylacetoacetase	Carbohydrate transport and metabolism 	METABOLISM
139576	139576	KOG2842	Interferon-related protein PC4 like	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
34899	34899	KOG2841	"Structure-specific endonuclease ERCC1-XPF, ERCC1 component"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING
44616	44616	KOG2840	Uncharacterized conserved protein with similarity to predicted ATPase of the PP-loop superfamily	General function prediction only 	POORLY CHARACTERIZED
76072	76072	KOG2840	Uncharacterized conserved protein with similarity to predicted ATPase of the PP-loop superfamily	General function prediction only 	POORLY CHARACTERIZED
146880	146880	KOG2840	Uncharacterized conserved protein with similarity to predicted ATPase of the PP-loop superfamily	General function prediction only 	POORLY CHARACTERIZED
40902	40902	KOG2839	Diadenosine and diphosphoinositol polyphosphate phosphohydrolase	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
48628	48628	KOG2837	Protein containing a U1-type Zn-finger and implicated in RNA splicing or processing 	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
80119	80119	KOG2836	Protein tyrosine phosphatase IVA1	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
115796	115796	KOG2835	Phosphoribosylamidoimidazole-succinocarboxamide synthase	Nucleotide transport and metabolism 	METABOLISM
138959	138959	KOG2835	Phosphoribosylamidoimidazole-succinocarboxamide synthase	Nucleotide transport and metabolism 	METABOLISM
46997	46997	KOG2833	Mevalonate pyrophosphate decarboxylase	Lipid transport and metabolism 	METABOLISM
44715	44715	KOG2832	"TFIIF-interacting CTD phosphatase, including NLI-interacting factor (involved in RNA polymerase II regulation)"	Transcription 	INFORMATION STORAGE AND PROCESSING
45927	45927	KOG2831	ATP phosphoribosyltransferase	Amino acid transport and metabolism 	METABOLISM
30807	30807	KOG2830	Protein phosphatase 2A-associated protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
136485	136485	KOG2829	E2F-like protein	Transcription 	INFORMATION STORAGE AND PROCESSING
138889	138889	KOG2826	"Actin-related protein Arp2/3 complex, subunit ARPC2"	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
84482	84482	KOG2825	Putative arsenite-translocating ATPase	Inorganic ion transport and metabolism 	METABOLISM
137402	137402	KOG2825	Putative arsenite-translocating ATPase	Inorganic ion transport and metabolism 	METABOLISM
142249	142249	KOG2823	Cellular protein (glioma tumor suppressor candidate region gene 2)	General function prediction only 	POORLY CHARACTERIZED
48940	48940	KOG2822	Sphingoid base-phosphate phosphatase	Lipid transport and metabolism 	METABOLISM
136988	136988	KOG2822	Sphingoid base-phosphate phosphatase	Lipid transport and metabolism 	METABOLISM
48280	48280	KOG2819	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
37849	37849	KOG2818	Predicted undecaprenyl diphosphate synthase	Lipid transport and metabolism 	METABOLISM
2170	2170	KOG2817	Predicted E3 ubiquitin ligase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING
5650	5650	KOG2816	Predicted transporter ADD1 (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
145918	145918	KOG2816	Predicted transporter ADD1 (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED
45448	45448	KOG2815	Mitochondrial/choloroplast ribosomal protein S15	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING
1486	1486	KOG2812	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
8163	8163	KOG2812	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
38075	38075	KOG2812	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
42107	42107	KOG2812	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
73123	73123	KOG2812	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
146570	146570	KOG2811	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
12619	12619	KOG0668	"Casein kinase II, alpha subunit"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
44177	44177	KOG0668	"Casein kinase II, alpha subunit"	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
12619	12619	KOG0668	"Casein kinase II, alpha subunit"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
44177	44177	KOG0668	"Casein kinase II, alpha subunit"	"Cell cycle control, cell division, chromosome partitioning "	METABOLISM
103583	103583	KOG2808	U5 snRNP-associated RNA splicing factor	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
12619	12619	KOG0668	"Casein kinase II, alpha subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING
44177	44177	KOG0668	"Casein kinase II, alpha subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING
953	953	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
2785	2785	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
6829	6829	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
8375	8375	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
9258	9258	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
9599	9599	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
10076	10076	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
10696	10696	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
12497	12497	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
13261	13261	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
30817	30817	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
31970	31970	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
33301	33301	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
33707	33707	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
34402	34402	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
37733	37733	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
39172	39172	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
39645	39645	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
40769	40769	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
43806	43806	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
44141	44141	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
45323	45323	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
48511	48511	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
116246	116246	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
134625	134625	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
137146	137146	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
137875	137875	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
138124	138124	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
138972	138972	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
142271	142271	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
142584	142584	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
142928	142928	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
143186	143186	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
143366	143366	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
143399	143399	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
149070	149070	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
149187	149187	KOG0672	Halotolerance protein HAL3 (contains flavoprotein domain)	Inorganic ion transport and metabolism 	METABOLISM
296	296	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
461	461	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
591	591	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
1304	1304	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
1439	1439	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
1912	1912	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
2141	2141	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
2990	2990	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
3025	3025	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
3435	3435	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
4078	4078	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
5404	5404	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
5861	5861	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
5883	5883	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
5889	5889	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
6073	6073	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
6143	6143	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
6977	6977	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
7625	7625	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
7941	7941	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
8108	8108	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
8181	8181	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
8477	8477	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
9259	9259	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
9639	9639	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
9697	9697	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
9915	9915	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
10032	10032	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
10246	10246	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
11022	11022	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
11037	11037	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
11108	11108	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
11558	11558	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
11960	11960	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
11980	11980	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
12166	12166	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
12191	12191	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
12207	12207	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
12267	12267	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
12487	12487	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
12511	12511	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
12873	12873	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
12891	12891	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
28816	28816	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
28915	28915	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
29280	29280	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
29283	29283	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
30572	30572	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
31050	31050	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
32030	32030	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
32537	32537	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
34505	34505	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
35923	35923	KOG2806	Chitinase	Carbohydrate transport and metabolism 	METABOLISM
